SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
SO45897,1,2023-12-15,Mathew Rubio,mathew17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45908,1,2023-12-15,Kaylee Hill,kaylee35@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45909,1,2023-12-15,Jenny Zheng,jenny21@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45895,1,2023-12-14,Benjamin Taylor,benjamin43@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45896,1,2023-12-14,Bonnie Nath,bonnie24@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45894,1,2023-12-14,Keith Lal,keith11@adventure-works.com,"Road-650 Black, 58",1,699.0982,55.9279
SO45893,1,2023-12-13,Connor Bryant,connor12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45892,1,2023-12-13,Valerie She,valerie25@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45890,1,2023-12-13,Frank Navarro,frank17@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45891,1,2023-12-13,Mitchell Kumar,mitchell7@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45884,1,2023-12-12,Johnny Chavez,johnny16@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45882,1,2023-12-12,Allison Gonzalez,allison31@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45880,1,2023-12-12,Natalie Cook,natalie5@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45889,1,2023-12-12,Adrienne Gomez,adrienne1@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45883,1,2023-12-12,Jessie Wang,jessie7@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45885,1,2023-12-12,Larry Vazquez,larry17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45878,1,2023-12-12,Teresa Vazquez,teresa15@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45887,1,2023-12-12,Jessica Ross,jessica28@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45888,1,2023-12-12,Valerie Wang,valerie2@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45879,1,2023-12-12,Dominic Raman,dominic12@adventure-works.com,"Road-650 Black, 44",1,699.0982,55.9279
SO45881,1,2023-12-12,Isabelle Bryant,isabelle16@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45886,1,2023-12-12,Devin Griffin,devin58@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45876,1,2023-12-11,Brittney Zhang,brittney0@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45874,1,2023-12-11,Ashley Alexander,ashley46@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45875,1,2023-12-11,Christopher Thomas,christopher11@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45873,1,2023-12-11,Ashlee Jai,ashlee18@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45877,1,2023-12-11,Jaclyn Zheng,jaclyn21@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45872,1,2023-12-11,Cindy Patel,cindy3@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45868,1,2023-12-10,Dana Ruiz,dana18@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45869,1,2023-12-10,Jessica Martin,jessica62@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45867,1,2023-12-10,Cameron Moore,cameron48@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45871,1,2023-12-10,Dana Ramos,dana10@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO45870,1,2023-12-10,Mark Bebbington,mark8@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45866,1,2023-12-09,Kelli Wu,kelli7@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45865,1,2023-12-09,Riley Reed,riley39@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45864,1,2023-12-09,Katrina Chande,katrina13@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45863,1,2023-12-09,Ryan Zhang,ryan27@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45862,1,2023-12-09,Ernest Xu,ernest12@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45859,1,2023-12-08,Lindsey Deng,lindsey1@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45861,1,2023-12-08,Aaron Wright,aaron52@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45860,1,2023-12-08,Anthony Rodriguez,anthony6@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45856,1,2023-12-07,Kristina Lopez,kristina17@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45852,1,2023-12-07,Chad Shen,chad3@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO45853,1,2023-12-07,Isabelle Barnes,isabelle3@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45854,1,2023-12-07,Dominique Subram,dominique10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45855,1,2023-12-07,Grant Pal,grant14@adventure-works.com,"Road-650 Black, 44",1,699.0982,55.9279
SO45851,1,2023-12-07,Greg Taylor,greg10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45850,1,2023-12-07,Seth Mitchell,seth38@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45857,1,2023-12-07,Warren Andersen,warren2@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45858,1,2023-12-07,Dorothy Robinson,dorothy3@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45848,1,2023-12-06,Adam Gonzalez,adam39@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO45849,1,2023-12-06,Raul Luo,raul6@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45845,1,2023-12-06,Benjamin Shan,benjamin33@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45846,1,2023-12-06,Joseph Jackson,joseph18@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45847,1,2023-12-06,Gabriel Chow,gabriel22@adventure-works.com,"Mountain-100 Silver, 42",1,3399.99,271.9992
SO45844,1,2023-12-05,Andrew Rodriguez,andrew27@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45843,1,2023-12-05,Sierra Roberts,sierra3@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45842,1,2023-12-05,Edward Lewis,edward43@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45840,1,2023-12-05,Latasha Rubio,latasha21@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45841,1,2023-12-05,Jaclyn Chander,jaclyn39@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45836,1,2023-12-04,Nelson Harrison,nelson9@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45835,1,2023-12-04,Victoria Morris,victoria26@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45839,1,2023-12-04,Philip Carlson,philip17@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45833,1,2023-12-04,Hannah Patterson,hannah33@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45834,1,2023-12-04,Joe Torres,joe35@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45838,1,2023-12-04,Gina Dominguez,gina13@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45837,1,2023-12-04,Clarence Ye,clarence5@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45829,1,2023-12-03,Darren Malhotra,darren7@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45830,1,2023-12-03,Jamie Guo,jamie21@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45831,1,2023-12-03,Rodney Blanco,rodney11@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45827,1,2023-12-03,Jon Pal,jon8@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45825,1,2023-12-03,Dennis Ware,dennis0@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45826,1,2023-12-03,Jonathan Powell,jonathan8@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45832,1,2023-12-03,Joe Rana,joe14@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45824,1,2023-12-03,Mackenzie Campbell,mackenzie29@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45828,1,2023-12-03,Austin Foster,austin12@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45822,1,2023-12-02,Mindy Xu,mindy9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45823,1,2023-12-02,Veronica Kapoor,veronica1@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45821,1,2023-12-02,Gloria Torres,gloria12@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45817,1,2023-12-01,Riley Simmons,riley13@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45818,1,2023-12-01,Ariana Morgan,ariana20@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45816,1,2023-12-01,Taylor Garcia,taylor63@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45820,1,2023-12-01,Shawn Tang,shawn6@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO45819,1,2023-12-01,George Garcia,george21@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
